Age,Height (cm),Weight (kg),BMI,Disease,Injury,Focus Goals,Profile Level,Gender,Day 1 - Sunday,Day 2 - Monday,Day 3 - Tuesday,Day 4 - Wednesday,Day 5 - Thursday,Day 6 - Friday,Day 7 - Saturday
43,168.1,72.9,25.8,Regular,Toe Fracture,Maintenance,Advance,Male,"Skull Crushers, Incline Dumbbell Fly, Arnold Press, Close-Grip Bench Press","Bent-Over Barbell Row, T-Bar Row, Pull-Ups, Dumbbell Row","Leg Raises, Bird Dog, V-Ups, Wood Chops","Tricep Pushdown, Overhead Shoulder Press, Rear Delt Fly, T-Bar Row","Seated Tricep Extension, Resistance Band Rows, Seated Dumbbell Press, Machine Chest Press","Band Pull-Apart, Dragon Flag, Hammer Curl, Cable Bicep Curl",Rest & Recovery
39,161.3,59.6,22.91,Regular,Regular,Maintenance,Intermediate,Female,Rest & Recovery,"Preacher Curl, Arnold Press, Cable Bicep Curl","Sumo Deadlift, Leg Extension, Walking Lunges","Cable Crunch, Slow Jogging 15min, Light Swimming","Hammer Curl, Arnold Press, T-Bar Row","Plank, Reverse Crunch, Mountain Climbers","Gentle Yoga, Aqua Aerobics, Slow Jogging 15min"
36,162.2,81.3,30.9,Heart Blockage,Regular,Muscle Gain,Intermediate,Male,"Stationary Cycling 20min, Slow Jogging 15min, Nordic Walking","Seated Bicep Curl, Machine Chest Press, Seated Shoulder Press","Stationary Cycling 20min, Light Swimming, Yoga 30min","Seated Shoulder Press, Seated Face Pulls, Seated Bicep Curl","Stretching Routine, Yoga 30min, Low-Impact Aerobics","Crunches, Resistance Band Rows, Machine Chest Press",Rest & Recovery
52,179.5,64.3,19.96,High BP,Hip Flexor Injury,Muscle Gain,Advance,Male,"Brisk Walking 30min, Nordic Walking, Low-Impact Aerobics","Resistance Band Rows, Seated Arnold Press, Seated Tricep Extension, Seated Bicep Curl","Stretching Routine, Nordic Walking, Brisk Walking 30min","Seated Face Pulls, Seated Tricep Extension, Chest-Supported Row, Seated Dumbbell Press","Elliptical Trainer 20min, Yoga 30min, Brisk Walking 30min","Seated Lat Pulldown, Machine Chest Press, Russian Twists, Resistance Band Rows",Rest & Recovery
59,179.3,60.7,18.88,Regular,Bicep Tear,Muscle Gain,Beginner,Male,"Glute Bridge, Supine Hamstring Stretch, Seated Calf Raise","Cable Kickback, Leg Curl, Romanian Deadlift","Seated Hip Flexor Stretch, Seated Leg Curl, Supine Hamstring Stretch","Bulgarian Split Squat, Barbell Squat, Leg Curl","Flutter Kicks, Wood Chops, V-Ups","Step-Ups, Outer Thigh Machine, Hack Squat",Rest & Recovery
63,163.5,84.5,31.61,Regular,Rotator Cuff Injury,Fat Loss,Beginner,Female,"Walking Lunges, Inner Thigh Machine, Lying Hip Abduction","Walking Lunges, Box Jumps, Goblet Squat","Supine Hamstring Stretch, Seated Hip Flexor Stretch, Glute Bridge","Hip Thrust, Romanian Deadlift, Leg Press","Reverse Crunch, Cable Crunch, Dead Bug","Calf Raises, Lying Hip Abduction, Glute Bridge",Rest & Recovery
46,178.4,86.1,27.05,Weak Immunity,Regular,Fat Loss,Intermediate,Male,Rest & Recovery,"Dumbbell Chest Press, Cable Chest Fly, Push-Ups","Hack Squat, Walking Lunges, Calf Raises","Wide-Grip Lat Pulldown, Dumbbell Row, Band Pull-Apart","Glute Bridge, Leg Press, Ab Wheel Rollout","Pallof Press, Stair Climbing, Battle Ropes","Dumbbell Lateral Raise, Arnold Press, Incline Dumbbell Row"
60,164.2,47.0,17.43,Stress,Toe Fracture,Muscle Gain,Beginner,Female,"Dumbbell Chest Press, Dumbbell Lateral Raise, Skull Crushers","Incline Dumbbell Row, Concentration Curl, Cable Bicep Curl","Flutter Kicks, Bicycle Crunches, Crunches","Cable Bicep Curl, Tricep Overhead Extension, Incline Dumbbell Row","Seated Bicep Curl, Seated Tricep Extension, Seated Lat Pulldown","Machine Row, Rear Delt Fly, Ab Wheel Rollout",Rest & Recovery
34,163.6,57.9,21.63,Regular,Regular,Muscle Gain,Beginner,Female,Rest & Recovery,"Tricep Pushdown, Diamond Push-Ups, Step-Ups","Nordic Walking, Stationary Cycling 20min, Ab Wheel Rollout","Band Pull-Apart, Leg Curl, Chest-Supported Row","Dead Bug, Plank, Incline Dumbbell Fly","Machine Row, Band Pull-Apart, Romanian Deadlift",Rest & Recovery
19,154.4,60.0,25.17,Sleep Apnea,Rib Fracture,Muscle Gain,Intermediate,Female,Rest & Recovery,Rest & Recovery,Rest & Recovery,Rest & Recovery,Rest & Recovery,Rest & Recovery,Rest & Recovery
36,166.0,74.7,27.11,Regular,Regular,Muscle Gain,Advance,Male,Rest & Recovery,"Close-Grip Bench Press, Cable Chest Fly, Machine Chest Press, Front Raise","Chest-Supported Row, T-Bar Row, Band Pull-Apart, Incline Dumbbell Row","Leg Curl, Step-Ups, Lateral Band Walk, Wall Sit","Diamond Push-Ups, Machine Chest Press, Incline Dumbbell Press, Overhead Shoulder Press","Ab Wheel Rollout, V-Ups, Russian Twists, Barbell Bicep Curl","Step-Ups, Leg Curl, Romanian Deadlift, Lateral Band Walk"
63,152.3,65.6,28.28,Allergy,Muscle Tear,Fat Loss,Advance,Female,Rest & Recovery,"Overhead Shoulder Press, Cable Lateral Raise, Dumbbell Chest Press, Push-Ups","Cable Kickback, Seated Calf Raise, Glute Bridge, Calf Raises","Pull-Ups, Preacher Curl, Face Pulls, EZ Bar Curl","Plank, Crunches, Romanian Deadlift, Pallof Press","Side Plank, Leg Raises, Decline Sit-Ups, Cable Crunch","Cable Chest Fly, Concentration Curl, Dumbbell Lateral Raise, Machine Row"
63,149.0,63.9,28.78,Regular,Shoulder Injury,Muscle Gain,Beginner,Female,"Walking Lunges, Lying Quad Stretch, Leg Press","Bulgarian Split Squat, Hip Thrust, Romanian Deadlift","Outer Thigh Machine, Seated Leg Curl, Seated Hip Flexor Stretch","Wall Sit, Step-Ups, Calf Raises","Side Plank, V-Ups, Leg Raises","Seated Calf Raise, Lateral Band Walk, Donkey Kicks",Rest & Recovery
28,174.4,67.5,22.19,Frozen Shoulder,Rib Fracture,Muscle Gain,Intermediate,Male,Rest & Recovery,Rest & Recovery,Rest & Recovery,Rest & Recovery,Rest & Recovery,Rest & Recovery,Rest & Recovery
37,162.6,80.5,30.45,Ulcer,Fractured Collarbone,Muscle Gain,Beginner,Male,"Lying Quad Stretch, Glute Bridge, Seated Hip Flexor Stretch","Walking Lunges, Bulgarian Split Squat, Leg Extension","Seated Calf Raise, Seated Leg Curl, Glute Bridge","Sumo Deadlift, Box Jumps, Lateral Band Walk","Wood Chops, Bicycle Crunches, Hollow Body Hold","Barbell Squat, Outer Thigh Machine, Glute Bridge",Rest & Recovery
45,162.7,62.2,23.5,Carpal Tunnel,Regular,Muscle Gain,Beginner,Male,Rest & Recovery,"Skull Crushers, Cable Lateral Raise, Arnold Press","Elliptical Trainer 20min, Yoga 30min, Leg Raises","Step-Ups, Cable Bicep Curl, Barbell Bicep Curl","V-Ups, Barbell Bench Press, Incline Dumbbell Fly","Glute Bridge, Preacher Curl, Donkey Kicks",Rest & Recovery
32,175.9,62.3,20.14,Overweight,Regular,Maintenance,Beginner,Male,Rest & Recovery,"Incline Dumbbell Fly, Decline Push-Ups, Barbell Bicep Curl","Wall Sit, Leg Curl, Lateral Band Walk","Bird Dog, Ab Wheel Rollout, Elliptical Trainer 20min","Push-Ups, Cable Chest Fly, Dumbbell Row","Decline Sit-Ups, Seated Calf Raise, Hip Thrust","Stretching Routine, Brisk Walking 30min, Slow Jogging 15min"
16,181.0,79.7,24.33,Regular,Regular,Muscle Gain,Advance,Male,Rest & Recovery,"Tricep Overhead Extension, Incline Dumbbell Fly, Front Raise, Machine Chest Press","Chest-Supported Row, T-Bar Row, Cable Bicep Curl, Barbell Bicep Curl","Bulgarian Split Squat, Lateral Band Walk, Leg Extension, Glute Bridge","Tricep Overhead Extension, Incline Dumbbell Fly, Dips, Dumbbell Lateral Raise","Machine Row, Reverse Crunch, Rear Delt Fly, Ab Wheel Rollout","Romanian Deadlift, Walking Lunges, Seated Calf Raise, Wall Sit"
19,161.6,99.0,37.91,Underweight,Heel Pain,Fat Loss,Beginner,Male,"Overhead Shoulder Press, Barbell Bench Press, Machine Chest Press","Hammer Curl, Rear Delt Fly, Preacher Curl","Side Plank, Leg Raises, Cable Crunch","Rear Delt Fly, Reverse Fly, Front Raise","Seated Face Pulls, Seated Bicep Curl, Seated Cable Row","Hammer Curl, Concentration Curl, Incline Dumbbell Row",Rest & Recovery
64,170.7,86.0,29.51,Regular,Hip Injury,Fat Loss,Advance,Male,"Dumbbell Chest Press, Machine Chest Press, Incline Dumbbell Press, Cable Chest Fly","Rear Delt Fly, Band Pull-Apart, Bent-Over Barbell Row, T-Bar Row","Wood Chops, Plank, Bird Dog, Hollow Body Hold","Wide-Grip Lat Pulldown, Barbell Bicep Curl, Machine Row, Diamond Push-Ups","Chest-Supported Row, Seated Arnold Press, Machine Chest Press, Seated Cable Row","Machine Row, T-Bar Row, Ab Wheel Rollout, Wood Chops",Rest & Recovery
29,173.6,103.9,34.48,Obesity,Regular,Fat Loss,Intermediate,Male,Rest & Recovery,"Dips, Decline Push-Ups, Incline Dumbbell Fly","Leg Press, Leg Curl, Romanian Deadlift","Machine Row, Reverse Fly, Barbell Bicep Curl","Cable Kickback, Pallof Press, Hanging Knee Raise","Ab Wheel Rollout, Wood Chops, Hanging Knee Raise","Machine Chest Press, Chest-Supported Row, Barbell Bench Press"
50,179.5,77.3,23.99,IBS,Regular,Muscle Gain,Beginner,Male,Rest & Recovery,"Skull Crushers, Tricep Pushdown, Dips","Elliptical Trainer 20min, Breathing Exercises, Side Plank","Wide-Grip Lat Pulldown, Donkey Kicks, Reverse Fly","Arnold Press, Flutter Kicks, Decline Sit-Ups","Bent-Over Barbell Row, Pull-Ups, Wall Sit",Rest & Recovery
38,167.1,63.6,22.78,Regular,Regular,Muscle Gain,Intermediate,Male,Rest & Recovery,"Dumbbell Chest Press, Cable Lateral Raise, Front Raise","Dumbbell Row, Rear Delt Fly, Incline Dumbbell Row","Cable Kickback, Leg Press, Seated Calf Raise","Cable Lateral Raise, Barbell Bench Press, Arnold Press","Bird Dog, Machine Row, Reverse Crunch","Sumo Deadlift, Goblet Squat, Walking Lunges"
47,151.3,51.8,22.63,PCOS,Sprained Ankle,Muscle Gain,Intermediate,Female,"Incline Dumbbell Fly, Skull Crushers, Dips","Seated Cable Row, Preacher Curl, Concentration Curl","Mountain Climbers, Russian Twists, Flutter Kicks","Machine Chest Press, Diamond Push-Ups, Decline Push-Ups","Chest-Supported Row, Seated Dumbbell Press, Resistance Band Rows","Dead Bug, Hollow Body Hold, Bent-Over Barbell Row",Rest & Recovery
61,159.5,94.6,37.19,Regular,Regular,Fat Loss,Advance,Female,Rest & Recovery,"Diamond Push-Ups, Decline Push-Ups, Overhead Shoulder Press, Dumbbell Chest Press","Sumo Deadlift, Leg Curl, Barbell Squat, Seated Calf Raise","Chest-Supported Row, Rear Delt Fly, Bent-Over Barbell Row, Band Pull-Apart","Donkey Kicks, Leg Press, Glute Bridge, Hollow Body Hold","Leg Raises, Mountain Climbers, HIIT Sprints, Bicycle Crunches","Barbell Bench Press, Diamond Push-Ups, Cable Bicep Curl, Reverse Fly"
16,163.0,79.6,29.96,Arthritis,Hamstring Injury,Fat Loss,Beginner,Male,"Cable Chest Fly, Incline Dumbbell Fly, Cable Lateral Raise","Dumbbell Row, Lat Pulldown, Chest-Supported Row","Bicycle Crunches, Russian Twists, V-Ups","Incline Dumbbell Fly, Front Raise, Barbell Bicep Curl","Seated Shoulder Press, Seated Bicep Curl, Machine Chest Press","EZ Bar Curl, Ab Wheel Rollout, Wood Chops",Rest & Recovery
43,166.4,49.2,17.77,Regular,Upper Back Strain,Maintenance,Beginner,Female,"Chest-Supported Row, Cable Chest Fly, Machine Chest Press","Seated Leg Curl, Seated Leg Extension, Lying Glute Bridge","Chest-Supported Row, Seated Arnold Press, Seated Cable Row","Seated Calf Raise, Leg Press, Seated Bicep Curl","Russian Twists, Side Plank, Crunches","Seated Dumbbell Press, Aqua Aerobics, Stationary Cycling 20min",Rest & Recovery
60,164.9,51.3,18.87,Sciatica,Regular,Muscle Gain,Intermediate,Female,"Chest-Supported Row, Machine Chest Press, Seated Dumbbell Press","Seated Calf Raise, Hip Abduction Machine, Lying Glute Bridge","Seated Face Pulls, Seated Bicep Curl, Cable Chest Fly","Seated Cable Row, Machine Chest Press, Hip Abduction Machine","Russian Twists, Plank, Crunches","Yoga 30min, Tricep Pushdown, Leg Press",Rest & Recovery
39,168.0,80.7,28.59,Regular,Heel Pain,Fat Loss,Beginner,Male,"Dumbbell Chest Press, Diamond Push-Ups, Machine Chest Press","Incline Dumbbell Row, Pull-Ups, Face Pulls","Side Plank, Russian Twists, V-Ups","Cable Bicep Curl, Lat Pulldown, EZ Bar Curl","Seated Shoulder Press, Seated Arnold Press, Seated Lat Pulldown","Seated Cable Row, Lat Pulldown, Dumbbell Row",Rest & Recovery
56,179.2,70.0,21.8,Regular,Regular,Maintenance,Advance,Male,Rest & Recovery,"Chest-Supported Row, Overhead Shoulder Press, Face Pulls, Preacher Curl","Barbell Squat, Seated Calf Raise, Romanian Deadlift, Calf Raises","Dragon Flag, Breathing Exercises, Light Swimming, Decline Sit-Ups","Diamond Push-Ups, Wide-Grip Lat Pulldown, Pull-Ups, Bent-Over Barbell Row","Barbell Squat, Romanian Deadlift, Seated Calf Raise, Goblet Squat","Yoga 30min, Low-Impact Aerobics, Slow Jogging 15min"
50,152.2,87.0,37.56,Asthma,Upper Back Strain,Fat Loss,Intermediate,Female,"Breathing Exercises, Stretching Routine, Light Swimming","Seated Tricep Extension, Resistance Band Rows, Seated Dumbbell Press","Yoga 30min, Gentle Yoga, Aqua Aerobics","Seated Arnold Press, Machine Chest Press, Seated Bicep Curl","Low-Impact Aerobics, Slow Jogging 15min, Light Swimming","Cable Chest Fly, Crunches, Side Plank",Rest & Recovery
21,170.4,88.6,30.51,Regular,Shin Splints,Fat Loss,Beginner,Male,"Decline Push-Ups, Cable Lateral Raise, Overhead Shoulder Press","Face Pulls, Bent-Over Barbell Row, Cable Bicep Curl","Hollow Body Hold, Leg Raises, Decline Sit-Ups","Overhead Shoulder Press, Wide-Grip Lat Pulldown, Skull Crushers","Seated Tricep Extension, Seated Arnold Press, Seated Shoulder Press","Pallof Press, Lat Pulldown, EZ Bar Curl",Rest & Recovery
47,180.5,80.3,24.65,Regular,Hip Flexor Injury,Fat Loss,Advance,Male,"Close-Grip Bench Press, Decline Push-Ups, Diamond Push-Ups, Tricep Overhead Extension","Chest-Supported Row, EZ Bar Curl, Cable Bicep Curl, Rear Delt Fly","Russian Twists, Side Plank, Ab Wheel Rollout, Leg Raises","Machine Chest Press, Skull Crushers, Band Pull-Apart, Hammer Curl","Resistance Band Rows, Chest-Supported Row, Seated Dumbbell Press, Machine Chest Press","Russian Twists, EZ Bar Curl, Bicycle Crunches, Rear Delt Fly",Rest & Recovery
64,159.9,50.7,19.83,Regular,Regular,Muscle Gain,Advance,Female,Rest & Recovery,"Cable Lateral Raise, Arnold Press, Close-Grip Bench Press, Cable Chest Fly","Seated Cable Row, Reverse Fly, T-Bar Row, Face Pulls","Donkey Kicks, Romanian Deadlift, Seated Calf Raise, Leg Curl","Dips, Dumbbell Lateral Raise, Close-Grip Bench Press, Cable Lateral Raise","Hollow Body Hold, Pallof Press, Hammer Curl, Dragon Flag","Glute Bridge, Sumo Deadlift, Romanian Deadlift, Calf Raises"
58,148.4,48.1,21.84,Depression,Regular,Maintenance,Advance,Female,Rest & Recovery,"Pull-Ups, Face Pulls, Seated Cable Row, Chest-Supported Row","Calf Raises, Box Jumps, Leg Curl, Walking Lunges","Pallof Press, Slow Jogging 15min, Side Plank, Nordic Walking","Chest-Supported Row, Dumbbell Chest Press, Arnold Press, Tricep Pushdown","Donkey Kicks, Bird Dog, Flutter Kicks, Hack Squat","Breathing Exercises, Gentle Yoga, Brisk Walking 30min"
45,159.3,90.7,35.74,Regular,Regular,Fat Loss,Advance,Female,Rest & Recovery,"Overhead Shoulder Press, Diamond Push-Ups, Dumbbell Lateral Raise, Dips","Hip Thrust, Glute Bridge, Hack Squat, Seated Calf Raise","Concentration Curl, EZ Bar Curl, Cable Bicep Curl, Lat Pulldown","Decline Sit-Ups, Bulgarian Split Squat, Dragon Flag, Leg Curl","Mountain Climbers, High Knees, Pallof Press, Side Plank","Dumbbell Chest Press, Face Pulls, Cable Lateral Raise, Close-Grip Bench Press"
47,157.0,62.3,25.27,Regular,Regular,Muscle Gain,Intermediate,Female,Rest & Recovery,"Barbell Bench Press, Cable Lateral Raise, Incline Dumbbell Fly","Concentration Curl, Machine Row, Hammer Curl","Seated Calf Raise, Leg Press, Barbell Squat","Incline Dumbbell Fly, Diamond Push-Ups, Tricep Pushdown","Dragon Flag, Dead Bug, Hollow Body Hold","Goblet Squat, Hip Thrust, Calf Raises"
44,153.4,52.1,22.14,Menopause,Regular,Muscle Gain,Intermediate,Female,Rest & Recovery,"Dips, Incline Dumbbell Press, Dumbbell Lateral Raise","Preacher Curl, Pull-Ups, Seated Cable Row","Step-Ups, Wall Sit, Hip Thrust","Close-Grip Bench Press, Cable Chest Fly, Incline Dumbbell Press","Decline Sit-Ups, Hanging Knee Raise, Plank","Glute Bridge, Sumo Deadlift, Walking Lunges"
63,167.0,73.0,26.18,Diabetes,Regular,Fat Loss,Intermediate,Female,Rest & Recovery,"Front Raise, Close-Grip Bench Press, Incline Dumbbell Fly","Sumo Deadlift, Wall Sit, Lateral Band Walk","Cable Bicep Curl, Concentration Curl, Rear Delt Fly","Lateral Band Walk, Side Plank, Cable Kickback","Burpees, Treadmill Running 20min, V-Ups","Seated Cable Row, Incline Dumbbell Press, Reverse Fly"
46,151.2,66.6,29.13,Sleep Apnea,Regular,Maintenance,Advance,Female,Rest & Recovery,"Close-Grip Bench Press, Machine Row, Cable Chest Fly, Preacher Curl","Box Jumps, Seated Calf Raise, Sumo Deadlift, Donkey Kicks","Slow Jogging 15min, Russian Twists, Dragon Flag, Flutter Kicks","Skull Crushers, Arnold Press, Lat Pulldown, Chest-Supported Row","Dead Bug, Ab Wheel Rollout, Decline Sit-Ups, Hanging Knee Raise","Brisk Walking 30min, Nordic Walking, Light Swimming"
54,151.4,63.1,27.53,Regular,Neck Injury,Muscle Gain,Advance,Female,"Seated Cable Row, Lat Pulldown, Chest-Supported Row, Machine Chest Press","Leg Press, Lying Glute Bridge, Seated Calf Raise, Hip Abduction Machine","Resistance Band Rows, Seated Tricep Extension, Seated Lat Pulldown, Chest-Supported Row","Leg Press, Seated Bicep Curl, Face Pulls, Seated Dumbbell Press","Bicycle Crunches, Crunches, Plank, Side Plank","Stretching Routine, Lat Pulldown, Elliptical Trainer 20min, Leg Press",Rest & Recovery
59,172.8,58.5,19.59,Sleep Apnea,Regular,Muscle Gain,Beginner,Male,Rest & Recovery,"Step-Ups, Incline Dumbbell Fly, Romanian Deadlift","Aqua Aerobics, Light Swimming, Hollow Body Hold","Seated Cable Row, Rear Delt Fly, Walking Lunges","Tricep Overhead Extension, Bicycle Crunches, Decline Push-Ups","T-Bar Row, EZ Bar Curl, Hammer Curl",Rest & Recovery
49,170.5,59.1,20.33,Regular,Regular,Muscle Gain,Intermediate,Male,Rest & Recovery,"Decline Push-Ups, Tricep Pushdown, Front Raise","Barbell Bicep Curl, Band Pull-Apart, Pull-Ups","Walking Lunges, Leg Extension, Lateral Band Walk","Cable Chest Fly, Skull Crushers, Arnold Press","Ab Wheel Rollout, Bird Dog, Preacher Curl","Calf Raises, Hip Thrust, Leg Press"
23,167.8,97.5,34.63,Depression,Heel Pain,Fat Loss,Beginner,Male,"Overhead Shoulder Press, Arnold Press, Cable Chest Fly","Concentration Curl, Incline Dumbbell Row, Lat Pulldown","Ab Wheel Rollout, Crunches, Russian Twists","Chest-Supported Row, Cable Chest Fly, Wide-Grip Lat Pulldown","Chest-Supported Row, Seated Arnold Press, Seated Cable Row","Wide-Grip Lat Pulldown, Ab Wheel Rollout, Crunches",Rest & Recovery
52,164.2,89.8,33.31,Regular,Regular,Fat Loss,Beginner,Female,Rest & Recovery,"Incline Dumbbell Press, Incline Dumbbell Fly, Push-Ups","Hack Squat, Wall Sit, Calf Raises","Dumbbell Row, Rear Delt Fly, Barbell Bicep Curl","Box Jumps, Wood Chops, Hack Squat","Reverse Crunch, Leg Raises, Side Plank","Tricep Overhead Extension, Dumbbell Chest Press, Machine Row"
65,154.1,81.5,34.32,Low BP,Regular,Fat Loss,Intermediate,Female,Rest & Recovery,"Dumbbell Chest Press, Incline Dumbbell Press, Skull Crushers","Barbell Squat, Bulgarian Split Squat, Glute Bridge","Chest-Supported Row, Dumbbell Row, Seated Cable Row","Mountain Climbers, Bird Dog, Hack Squat","Bird Dog, HIIT Sprints, Crunches","Dumbbell Chest Press, Bent-Over Barbell Row, Decline Push-Ups"
57,160.1,73.3,28.6,Regular,Ligament Tear,Fat Loss,Beginner,Female,Rest & Recovery,"Cable Chest Fly, Cable Lateral Raise, Skull Crushers","Glute Bridge, Walking Lunges, Box Jumps","Reverse Fly, Machine Row, Chest-Supported Row","Dragon Flag, Lateral Band Walk, V-Ups","Pallof Press, Hollow Body Hold, Dead Bug","Reverse Fly, Front Raise, EZ Bar Curl"
32,163.6,73.2,27.35,Regular,Regular,Maintenance,Advance,Male,Rest & Recovery,"Cable Bicep Curl, Chest-Supported Row, Face Pulls, Arnold Press","Goblet Squat, Hip Thrust, Barbell Squat, Glute Bridge","Yoga 30min, Flutter Kicks, Brisk Walking 30min, Hollow Body Hold","Band Pull-Apart, Rear Delt Fly, Barbell Bench Press, Incline Dumbbell Fly","Glute Bridge, Walking Lunges, V-Ups, Leg Press","Light Swimming, Brisk Walking 30min, Yoga 30min"
24,177.7,96.1,30.43,Regular,Regular,Fat Loss,Intermediate,Male,Rest & Recovery,"Close-Grip Bench Press, Skull Crushers, Front Raise","Glute Bridge, Goblet Squat, Bulgarian Split Squat","Concentration Curl, Preacher Curl, Machine Row","Reverse Crunch, Leg Extension, Seated Calf Raise","Mountain Climbers, Crunches, Box Jumps","Bent-Over Barbell Row, Lat Pulldown, Incline Dumbbell Press"
62,161.7,79.2,30.29,Regular,Tricep Injury,Muscle Gain,Beginner,Male,"Inner Thigh Machine, Seated Hip Flexor Stretch, Lying Hip Abduction","Step-Ups, Box Jumps, Glute Bridge","Seated Calf Raise, Seated Leg Curl, Lying Quad Stretch","Lateral Band Walk, Goblet Squat, Seated Calf Raise","Crunches, Hanging Knee Raise, Cable Crunch","Seated Calf Raise, Leg Extension, Romanian Deadlift",Rest & Recovery
